ID,datetime,siteid,offerid,category,merchant,countrycode,browserid,devid
IDjay9O,22/1/2017 16:06,3368742,188934,22023,23588197,c,Edge,Tablet
IDs1CdB,21/1/2017 15:28,3310241,39727,15124,11945063,d,Firefox,Mobile
IDMwuG0,23/1/2017 23:36,6796638,242089,904,33247409,f,Mozilla Firefox,Desktop
IDY01Al,22/1/2017 15:58,4658375,150018,40339,49384126,f,Mozilla,Desktop
IDFQYVW,23/1/2017 19:12,6186965,160161,41640,83172146,e,Firefox,Mobile
IDkOby1,22/1/2017 16:37,8182733,976198,42227,96277272,b,Mozilla Firefox,Desktop
IDRHxSF,21/1/2017 16:11,5603183,585158,34810,98302586,a,Google Chrome,Mobile
IDhbrRu,23/1/2017 23:42,622883,39940,41640,27723861,a,Edge,Tablet
IDXNj5o,22/1/2017 13:13,8028555,670872,64452,92977802,b,Internet Explorer,Tablet
IDX2v4q,22/1/2017 20:18,1364021,213193,33287,91808273,c,InternetExplorer,Desktop
IDlYOGL,21/1/2017 15:24,6867797,538616,82877,38492160,b,Edge,Tablet
IDSpfvC,21/1/2017 14:47,5875528,77211,11837,49384126,b,Edge,Tablet
IDOa2zL,23/1/2017 22:30,9389664,431184,904,74868704,d,Google Chrome,Mobile
IDY5Yll,23/1/2017 3:17,7860250,783160,46955,26391770,b,,Mobile
IDwNqiI,21/1/2017 10:26,157500,133703,99178,87807327,a,,Mobile
IDoKHV4,21/1/2017 15:27,3428847,156408,41706,16943535,b,Google Chrome,Mobile
IDDxzuc,22/1/2017 16:07,7737730,180531,30580,27723861,a,Mozilla,Desktop
IDWTFjt,21/1/2017 11:39,2017149,392023,89522,29624796,a,Edge,Tablet
IDas9LY,21/1/2017 14:39,603139,953141,46955,2835657,a,Edge,Tablet
ID1x83J,23/1/2017 20:48,5165523,1770,41640,58604466,d,InternetExplorer,Desktop
ID8scVB,23/1/2017 15:18,6246297,154851,17714,2050923,b,Edge,Tablet
IDaLiRg,23/1/2017 19:54,2729084,342843,41640,43526789,e,Firefox,Mobile
IDbYndk,21/1/2017 10:16,5170389,619525,93286,87807327,d,Mozilla,Desktop
IDg5OW3,22/1/2017 11:43,4594591,577288,40339,37135965,a,Edge,Tablet
IDKcL1a,23/1/2017 21:37,112154,39940,41640,27723861,c,Mozilla Firefox,Desktop
IDcFqpj,21/1/2017 13:46,2153675,578695,11837,56546102,a,Edge,Tablet
ID2EE4L,21/1/2017 9:44,9459970,596289,54916,87903766,f,Google Chrome,Mobile
IDDNVRY,21/1/2017 4:29,3696719,12469,80554,40325509,f,Edge,Tablet
IDXlwIl,23/1/2017 6:10,7434891,634277,11837,15961717,e,Edge,Tablet
IDF2nzt,23/1/2017 10:44,9108710,52830,93286,9434818,b,Chrome,Desktop
IDb5qtN,21/1/2017 16:06,6207918,359588,40339,43452411,e,Firefox,Mobile
IDxk9sg,21/1/2017 15:22,3782035,826824,68847,90962935,e,Firefox,Mobile
IDw6Nh1,21/1/2017 16:26,5222891,300411,92704,93157824,a,Edge,Tablet
IDGOpxu,21/1/2017 15:13,8782137,415277,6906,99510044,a,Internet Explorer,Tablet
IDuV32c,22/1/2017 15:34,9339358,694178,33287,67860104,e,Edge,Tablet
IDQQDkf,22/1/2017 4:21,5797391,41218,61208,39603421,a,Opera,Mobile
ID1BFKX,23/1/2017 18:30,9342784,160161,41640,83172146,a,Mozilla Firefox,Desktop
IDFNQYf,21/1/2017 13:00,2429200,106007,17714,57977218,f,Edge,Tablet
IDyzV6t,21/1/2017 12:19,2159481,487977,49810,7864011,b,Edge,Tablet
IDKrund,21/1/2017 6:09,3789575,367712,35368,74868704,b,Mozilla,Desktop
IDZ1QAd,21/1/2017 16:58,2169172,419230,54125,2835657,d,InternetExplorer,Desktop
IDM1HPT,22/1/2017 14:43,6592011,603491,30580,67147700,b,Edge,Tablet
ID6Ox76,23/1/2017 21:41,3925243,844148,904,94350426,a,Google Chrome,Mobile
IDKSOrX,23/1/2017 21:28,2817385,160161,41640,83172146,b,Edge,Tablet
IDF2SE9,22/1/2017 12:07,4370788,782309,2053,27723861,b,Edge,Tablet
IDSxVJZ,21/1/2017 11:17,6676715,972040,82877,33832190,b,Mozilla,Desktop
IDsJxv3,21/1/2017 9:26,870798,272338,26962,77896159,a,Safari,Tablet
IDt0d6o,23/1/2017 9:54,3917870,874637,42227,79055697,a,InternetExplorer,Desktop
IDZhvle,22/1/2017 12:53,4410856,815439,33287,17488931,b,InternetExplorer,Desktop
IDhKJ9J,23/1/2017 15:18,6256204,627132,904,26391770,b,Firefox,Mobile
ID6DThE,21/1/2017 14:10,9345073,617141,48498,32912111,c,Firefox,Mobile
IDNG4MC,23/1/2017 19:07,6188110,24658,80692,2835657,d,InternetExplorer,Desktop
IDWXg0T,21/1/2017 11:34,6322568,981312,6906,99510044,a,Firefox,Mobile
IDqKsbX,22/1/2017 8:57,5097909,302414,42227,13742268,b,Firefox,Mobile
IDmJ2h6,23/1/2017 19:48,8600547,342843,41640,43526789,c,,Tablet
ID72rYk,22/1/2017 9:14,9952411,37784,6747,82074487,b,Mozilla,Desktop
IDK9j0C,21/1/2017 16:34,3746184,932891,84987,62380234,f,Mozilla Firefox,Desktop
IDjrFbd,22/1/2017 13:07,946,121535,84987,74868704,b,IE,Mobile
IDC1pmm,21/1/2017 15:52,5853876,804282,42227,18243870,a,Google Chrome,Mobile
ID29ief,23/1/2017 15:29,8799119,168025,17714,74868704,a,Firefox,Mobile
ID5wdgj,22/1/2017 16:29,6043955,610644,41706,4237811,d,Google Chrome,Mobile
IDyAx0A,21/1/2017 11:28,6985695,147304,92902,555603,b,Chrome,Desktop
IDa2f6U,22/1/2017 12:54,1882600,466327,25491,15328654,b,Google Chrome,Mobile
ID5jbNp,23/1/2017 18:17,7519951,864059,41640,48626108,b,Edge,Tablet
ID9XJEc,21/1/2017 13:39,5977473,906825,24888,81758577,b,Firefox,Mobile
IDxtZcO,21/1/2017 10:34,6739525,443637,97863,36994522,b,Firefox,Mobile
IDCzJiN,23/1/2017 17:58,884731,322662,42227,79055697,c,,Mobile
IDrmVie,21/1/2017 14:58,5875528,506093,33949,48644561,f,Firefox,Mobile
IDUt6ly,21/1/2017 10:50,1701838,522815,6906,99510044,a,Edge,Tablet
IDclb9P,22/1/2017 11:43,7779623,936251,71531,78406516,a,IE,Mobile
IDwM8UO,22/1/2017 4:44,6631166,34673,96184,51545768,b,Edge,Tablet
ID5YimO,21/1/2017 15:20,4631525,562420,41706,4000296,d,Mozilla,Desktop
IDiVPlv,23/1/2017 19:11,2205559,1770,41640,58604466,b,InternetExplorer,Desktop
IDZ9yRA,23/1/2017 21:03,7703845,160161,41640,83172146,b,Edge,Tablet
IDNxbG1,23/1/2017 20:00,6666358,844148,904,94350426,a,Firefox,Mobile
IDPLQGP,21/1/2017 14:44,1596704,176776,73248,43770446,a,Edge,Tablet
IDGMkUp,22/1/2017 16:19,6184418,625722,56811,23703974,e,Chrome,Desktop
IDxxwE3,22/1/2017 12:41,9750701,359588,40339,43452411,b,Firefox,Mobile
IDNZvyt,22/1/2017 7:56,177197,3569,2053,63492765,d,Google Chrome,Mobile
IDmEGAZ,22/1/2017 7:29,1087175,828223,80319,15961717,b,Edge,Tablet
IDSZYfM,23/1/2017 9:34,9545287,794134,42227,79055697,b,InternetExplorer,Desktop
IDt7kV0,22/1/2017 10:53,8796773,141581,33638,40325509,b,Firefox,Mobile
IDuY3zL,23/1/2017 16:28,218925,270554,71441,78674864,c,Google Chrome,Mobile
IDDbgrI,23/1/2017 23:45,9213985,1770,41640,58604466,c,Edge,Tablet
IDLGNka,21/1/2017 11:29,4961719,150902,80524,75222797,b,Mozilla,Desktop
IDe9Zng,23/1/2017 19:41,7340695,160161,41640,83172146,a,InternetExplorer,Desktop
IDX3azR,22/1/2017 7:40,8734356,898584,40339,13742268,b,Edge,Tablet
IDbuPki,21/1/2017 13:56,3304094,764626,98552,51854755,a,,Mobile
IDJ1fru,23/1/2017 4:45,3131744,51382,14345,555603,b,Firefox,Mobile
IDKfzOV,22/1/2017 15:43,3408015,189440,41706,96631444,b,Mozilla Firefox,Desktop
ID3apbx,21/1/2017 15:22,1274093,792786,35046,15323720,f,Mozilla,Desktop
ID6IMUc,23/1/2017 18:12,8337085,160161,41640,83172146,a,Edge,Tablet
IDq1IuX,21/1/2017 13:24,5140948,802862,3643,555603,a,Firefox,Mobile
IDjOBLE,22/1/2017 9:34,3316517,992854,93286,27723861,a,Edge,Tablet
IDAfdMm,21/1/2017 7:52,1059775,549480,25516,63767331,d,Mozilla,Desktop
IDWyO9k,21/1/2017 6:20,3378721,143318,54916,43526789,a,InternetExplorer,Desktop
IDfnAxb,23/1/2017 22:11,6207038,641127,41640,37135965,a,Edge,Tablet
IDY15TM,21/1/2017 9:17,3103812,965187,74711,54526992,b,Mozilla Firefox,Desktop
IDO2R3K,21/1/2017 16:19,7483326,577199,82877,38492160,b,Edge,Tablet
ID8rlZm,21/1/2017 14:23,1812744,631376,1678,76522512,b,Mozilla Firefox,Desktop
ID4UYM7,22/1/2017 15:45,3909329,482535,26966,40325509,b,Edge,Tablet
IDZIFwQ,21/1/2017 12:17,5059110,402920,17118,17488931,a,Google Chrome,Mobile
IDUIgng,23/1/2017 21:06,405311,539053,56027,31388981,c,Google Chrome,Mobile
IDgrafZ,21/1/2017 9:51,5954702,254006,23576,16150900,b,Mozilla,Desktop
ID9PK7N,21/1/2017 7:05,5951252,109612,40339,43452411,f,Edge,Tablet
IDRcgqW,21/1/2017 16:01,2128182,987744,17714,61682792,a,Edge,Tablet
IDjSrN9,23/1/2017 21:06,3804980,864059,41640,48626108,b,Mozilla,Desktop
IDxFD62,22/1/2017 11:24,7900315,57411,17714,26391770,a,Edge,Tablet
IDPP4Tn,22/1/2017 16:45,3039589,184612,80554,40325509,a,Firefox,Mobile
IDuOCIz,22/1/2017 15:34,5094030,799573,54343,71193712,b,Edge,Tablet
IDXTDnw,22/1/2017 14:07,1846900,982425,84974,78683718,b,InternetExplorer,Desktop
IDlughF,22/1/2017 9:12,6630795,924485,84228,74868704,d,Mozilla Firefox,Desktop
IDB7096,23/1/2017 17:44,6043385,342843,41640,43526789,a,Mozilla Firefox,Desktop
IDEaKNF,22/1/2017 16:26,5836874,17306,44388,40325509,a,Mozilla Firefox,Desktop
IDVs1p6,21/1/2017 11:32,2775669,99874,17714,27723861,b,Edge,Tablet
ID0wJhG,23/1/2017 23:00,6329099,242089,904,33247409,b,Mozilla Firefox,Desktop
ID6LYIp,21/1/2017 3:06,8532906,898800,42227,79474990,e,Firefox,Mobile
IDi79wc,23/1/2017 19:10,5208998,864059,41640,48626108,b,Edge,Tablet
ID7eTAT,23/1/2017 16:52,2338694,785118,71642,83175152,c,InternetExplorer,Desktop
IDl4dMp,21/1/2017 13:00,4930388,241162,60316,26391770,b,Google Chrome,Mobile
IDCKda0,23/1/2017 17:53,2836527,690244,6906,71165566,b,Firefox,Mobile
IDnp4pc,22/1/2017 13:43,3532114,282079,80554,61940782,d,,Mobile
IDVKiVb,22/1/2017 16:48,2229667,65270,904,26391770,a,Chrome,Desktop
IDoBUF7,22/1/2017 7:46,9906934,61168,46450,47079934,b,Firefox,Mobile
IDYHsTL,22/1/2017 12:55,5182423,416225,27655,89663643,b,Edge,Tablet
IDhzVEu,22/1/2017 11:16,4101830,322106,42227,43770446,a,IE,Mobile
IDieK7k,23/1/2017 9:58,6951266,453976,17714,2050923,f,Firefox,Mobile
IDcXdh1,22/1/2017 4:55,2064186,130863,25516,30860214,b,Firefox,Mobile
IDFML92,22/1/2017 11:46,6965397,300968,42227,96823930,a,Firefox,Mobile
IDU4Cym,23/1/2017 21:47,7277541,39940,41640,27723861,b,Firefox,Mobile
IDAGcym,21/1/2017 14:57,2069374,77299,1678,40325509,e,Internet Explorer,Tablet
IDmdMim,21/1/2017 14:17,6977944,731836,10345,26461535,f,Edge,Tablet
IDfar68,23/1/2017 8:05,1036704,168622,6906,99510044,b,,Tablet
ID5oCLB,22/1/2017 16:35,2985509,88119,9764,1189152,e,Firefox,Mobile
IDD2Wv9,21/1/2017 10:45,4585105,758969,33638,555603,b,Mozilla Firefox,Desktop
IDEVujr,21/1/2017 11:19,2684394,383791,92704,95441506,a,Firefox,Mobile
IDWAIax,22/1/2017 9:35,3907678,982604,23576,45446370,f,Edge,Tablet
IDKOVYd,23/1/2017 21:55,7124471,431184,904,74868704,c,Google Chrome,Mobile
IDsfmqh,22/1/2017 13:49,8057411,204677,84987,74868704,b,Mozilla Firefox,Desktop
IDUyVgU,21/1/2017 8:07,7506660,148323,17714,26391770,c,Google Chrome,Mobile
IDdtGFx,21/1/2017 16:30,3746184,72662,33949,48644561,a,Safari,Tablet
IDDLJhe,21/1/2017 13:04,3210680,800368,23576,45446370,b,Edge,Tablet
IDkkPY5,21/1/2017 9:53,8037803,192712,54916,12817537,e,Firefox,Mobile
IDiQSwF,21/1/2017 3:43,4627504,521373,80554,40325509,b,Firefox,Mobile
IDsherR,22/1/2017 7:50,7638065,461382,42227,71040875,d,Mozilla,Desktop
IDgTfsf,23/1/2017 5:49,6684950,523789,42227,32738053,b,IE,Mobile
ID63wv9,21/1/2017 16:49,5325872,530628,10345,26461535,e,Edge,Tablet
IDWfEjh,21/1/2017 11:25,9855684,150478,82396,58604466,a,InternetExplorer,Desktop
IDYxW4z,22/1/2017 9:43,7950607,61168,46450,47079934,e,Edge,Tablet
ID5Nxcc,21/1/2017 14:26,8409216,820291,74263,27723861,d,Firefox,Mobile
ID4mldr,23/1/2017 23:05,6284857,641127,41640,37135965,b,Edge,Tablet
ID7YNt9,21/1/2017 13:39,9933209,498669,62949,7122654,b,Mozilla,Desktop
IDYYvXj,22/1/2017 15:53,7522937,74785,11837,8837581,b,Firefox,Mobile
IDZhDiR,23/1/2017 3:07,7030278,390520,97103,79906734,a,Internet Explorer,Tablet
IDgiUgD,21/1/2017 16:26,4605906,564229,40339,43452411,a,Firefox,Mobile
IDz127U,21/1/2017 11:20,159725,285651,96313,79906734,b,IE,Mobile
IDw21qq,22/1/2017 16:36,6751056,408086,36768,40325509,a,Firefox,Mobile
IDkLRjb,21/1/2017 14:11,4805556,568575,53956,69514806,b,InternetExplorer,Desktop
IDsd9ww,21/1/2017 10:29,8865994,587696,80554,57977218,c,InternetExplorer,Desktop
IDtrwyl,23/1/2017 15:53,6822141,459561,48430,39772159,a,InternetExplorer,Desktop
IDDASOD,22/1/2017 10:36,5685617,585883,8467,7181598,a,Edge,Tablet
IDsDkEd,23/1/2017 10:11,7286042,421954,80554,17488931,b,Firefox,Mobile
IDKmIYJ,22/1/2017 11:36,7666651,459362,92704,87903766,a,Mozilla Firefox,Desktop
IDDJXUh,23/1/2017 14:39,3899474,915691,20665,2835657,c,,Desktop
IDmWvIk,21/1/2017 0:54,4852870,734766,48498,81968512,c,Google Chrome,Mobile
IDPnhei,22/1/2017 12:13,3142115,631376,1678,76522512,e,Mozilla,Desktop
IDlVStE,23/1/2017 23:23,4771369,844148,904,94350426,b,Firefox,Mobile
ID2J8Sp,21/1/2017 14:51,2219526,531569,93286,41475976,b,Firefox,Mobile
IDJueoU,22/1/2017 8:48,2923843,349139,45620,31388981,b,Firefox,Mobile
IDgT3c4,21/1/2017 15:13,3742164,240484,46450,54630329,a,Edge,Tablet
IDmLGNP,23/1/2017 20:23,7794526,459561,48430,39772159,f,InternetExplorer,Desktop
ID3AaeO,22/1/2017 10:53,8031463,71854,63392,2835657,b,Firefox,Mobile
IDLW1fO,22/1/2017 9:44,824386,482668,26962,77896159,b,Mozilla Firefox,Desktop
IDRNbrG,22/1/2017 3:42,7264122,932695,98552,15961717,a,Chrome,Desktop
IDqPUay,21/1/2017 13:12,6152106,907303,23576,17990842,a,Edge,Tablet
ID3HNnA,21/1/2017 13:43,1023275,359633,20322,30860214,a,Chrome,Desktop
IDapxNp,21/1/2017 15:56,7871090,775529,97103,82365062,b,Edge,Tablet
IDlaiww,23/1/2017 9:28,7756421,474505,72160,16340250,b,Firefox,Mobile
IDJklvg,23/1/2017 17:38,5297067,864059,41640,48626108,e,Mozilla Firefox,Desktop
IDEZkCo,21/1/2017 14:55,7129320,12347,26962,7122654,e,Mozilla,Desktop
ID52c1E,23/1/2017 23:20,7061842,242089,904,33247409,a,Firefox,Mobile
IDCFHXs,22/1/2017 9:14,5529155,297687,95113,92640312,a,InternetExplorer,Desktop
IDueEbF,21/1/2017 13:40,9368047,12752,93188,79906734,b,Firefox,Mobile
IDRE3oZ,21/1/2017 15:07,8538748,602279,10345,33683592,a,InternetExplorer,Desktop
IDDlbx0,21/1/2017 15:00,7470112,735060,92704,64322853,a,Edge,Tablet
IDNFKzR,22/1/2017 16:54,156855,771751,5602,72451969,b,Edge,Tablet
IDxljWO,23/1/2017 15:33,4864209,573103,17714,58604466,d,,Desktop
IDkbYrP,21/1/2017 9:01,2813389,891158,95113,65017662,b,Mozilla Firefox,Desktop
IDar9ha,21/1/2017 12:13,9922207,991376,34489,7122654,b,Mozilla,Desktop
IDB7d89,23/1/2017 21:53,3743619,379508,6906,99510044,a,Edge,Tablet
IDFMz6J,21/1/2017 13:56,133032,81317,80554,57977218,a,Safari,Tablet
IDuKwtS,21/1/2017 13:07,1992067,270421,835,33505809,f,Mozilla,Desktop
IDxaYDn,22/1/2017 15:04,6790163,167432,82396,16150900,b,InternetExplorer,Desktop
ID8Nakw,23/1/2017 21:18,2851549,844148,904,94350426,b,,Desktop
IDqJxi0,21/1/2017 13:46,9575367,381479,98552,17990842,b,Firefox,Mobile
ID3Vueo,21/1/2017 3:44,4259991,24259,82129,57977218,a,Mozilla Firefox,Desktop
IDZcNeN,23/1/2017 7:59,3286831,111755,33287,10404744,b,Mozilla,Desktop
IDbd5zA,21/1/2017 14:27,4355169,737817,6906,71165566,b,Mozilla,Desktop
IDj7eib,21/1/2017 12:16,2838589,897027,97103,79906734,b,Firefox,Mobile
IDF16QX,21/1/2017 16:01,6527488,601,95113,65017662,f,Mozilla,Desktop
IDGLT8J,23/1/2017 9:29,6306267,425681,82396,26461535,a,Edge,Tablet
IDDxcui,22/1/2017 16:24,8798439,504956,12211,84522677,f,IE,Mobile
IDieiEK,23/1/2017 8:39,2838164,743221,10345,26461535,f,Firefox,Mobile
IDswzYm,21/1/2017 2:35,1033782,764444,40339,49384126,b,Edge,Tablet
IDu18dB,21/1/2017 16:59,2650702,864592,8467,88843407,a,InternetExplorer,Desktop
IDBn4bM,23/1/2017 23:01,9472658,342843,41640,43526789,f,Mozilla,Desktop
IDnsLze,21/1/2017 12:01,9922207,846828,34489,57977218,f,Mozilla,Desktop
IDvSvZs,22/1/2017 11:56,8871246,876871,40339,43452411,a,Edge,Tablet
IDCQk0e,21/1/2017 13:09,2768603,141507,67817,61326081,b,Mozilla Firefox,Desktop
ID6bdz4,22/1/2017 15:31,8462770,177276,71441,57977218,b,Firefox,Mobile
IDOGkLN,21/1/2017 20:24,1236004,238194,74263,40325509,b,Google Chrome,Mobile
IDLLJEu,23/1/2017 7:30,6151018,226457,43347,67147700,d,Firefox,Mobile
IDKJj5a,22/1/2017 10:23,1363858,854332,80554,61940782,d,Edge,Tablet
IDDCzqe,23/1/2017 21:18,5616216,641127,41640,37135965,e,Edge,Tablet
IDlcoVv,21/1/2017 11:12,9856560,639497,80554,61940782,b,Mozilla,Desktop
IDb570b,23/1/2017 7:11,177197,918630,2053,63492765,c,IE,Mobile
IDxsaZc,21/1/2017 15:14,4457181,169858,3643,40325509,b,Edge,Tablet
IDHe49l,22/1/2017 10:14,3044412,938989,46955,81826544,a,Edge,Tablet
IDFzKpS,23/1/2017 9:33,6936005,623828,17714,61682792,a,Edge,Tablet
IDy4ekX,22/1/2017 11:42,7406192,715768,15912,7864011,b,Mozilla Firefox,Desktop
IDFyyex,23/1/2017 15:48,5313670,242089,904,33247409,f,Mozilla,Desktop
IDLehnU,21/1/2017 9:54,8067155,948584,34670,6171136,d,Firefox,Mobile
IDmuk1Q,22/1/2017 10:41,7900315,278086,45620,54630329,f,Internet Explorer,Tablet
IDnvw8G,22/1/2017 15:42,4858374,988519,81229,98166279,b,Mozilla,Desktop
IDdeN7j,22/1/2017 16:42,3642124,397350,67817,17687647,a,Edge,Tablet
ID617xq,22/1/2017 14:46,6236337,972185,6906,99510044,b,Mozilla Firefox,Desktop
IDNNUja,23/1/2017 16:11,8751214,864059,41640,48626108,b,Edge,Tablet
ID0n3Bv,21/1/2017 2:50,491024,205004,73248,57977218,a,Firefox,Mobile
IDIwca0,21/1/2017 17:51,2171564,331891,47327,65017662,c,Google Chrome,Mobile
IDOXvby,22/1/2017 16:45,9653207,699056,73362,86289887,f,Edge,Tablet
IDlRAX2,23/1/2017 23:15,5728147,820277,904,74868704,b,Mozilla,Desktop
IDv24vp,21/1/2017 10:41,220876,296844,74263,94350426,a,Mozilla Firefox,Desktop
IDsFtqa,23/1/2017 6:33,4836001,275054,25491,79474990,a,Mozilla,Desktop
IDpqIhR,22/1/2017 11:12,8000971,311278,42227,50706198,b,Firefox,Mobile
IDgvmb0,21/1/2017 12:20,8575384,157937,5602,30432082,a,Safari,Tablet
IDIw1WL,21/1/2017 13:12,4512537,788080,29183,42914671,b,Firefox,Mobile
IDYqG55,23/1/2017 23:38,622883,242089,904,33247409,b,Firefox,Mobile
IDl4nQF,21/1/2017 8:47,8446984,954963,17714,40325509,a,Mozilla,Desktop
IDcpvT9,21/1/2017 22:06,3696590,20130,70384,50595884,b,Edge,Tablet
IDuOJno,22/1/2017 7:09,3696590,551015,70424,40325509,b,Firefox,Mobile
IDMwtBO,23/1/2017 19:46,3951588,1770,41640,58604466,c,InternetExplorer,Desktop
IDBfYnA,21/1/2017 15:27,1102753,726166,40339,43452411,e,Firefox,Mobile
IDNrXQW,21/1/2017 13:59,1943444,296545,36768,79906734,a,Mozilla Firefox,Desktop
IDdWovD,21/1/2017 16:00,1094341,272710,76239,26461535,f,InternetExplorer,Desktop
ID1hEFy,22/1/2017 9:51,3603581,257681,84987,15961717,a,Google Chrome,Mobile
IDrXVgE,21/1/2017 12:45,3935871,782819,92704,93157824,a,Edge,Tablet
IDm74my,23/1/2017 10:19,8647771,453638,42227,54630329,f,Edge,Tablet
IDVzk2P,23/1/2017 10:07,3055701,152978,92902,79906734,a,Edge,Tablet
ID4yIdV,22/1/2017 8:35,141740,692702,42227,79055697,b,Firefox,Mobile
IDU7EIx,21/1/2017 11:58,5915399,495079,6906,99510044,a,Edge,Tablet
IDYyULq,21/1/2017 18:30,4185376,526671,1678,66201904,d,Mozilla,Desktop
IDzMB2H,21/1/2017 10:51,1017199,236967,82877,41475976,b,Edge,Tablet
IDol3kb,22/1/2017 12:26,9501882,286310,72276,41475976,a,Edge,Tablet
IDmxmGD,23/1/2017 21:20,8044038,844148,904,94350426,e,Edge,Tablet
ID1O3YB,21/1/2017 10:36,8579770,607318,80554,40325509,b,Edge,Tablet
IDaIntR,23/1/2017 16:33,3087349,342843,41640,43526789,a,Edge,Tablet
IDvLeRq,21/1/2017 11:52,1208214,475762,89522,76532649,b,Mozilla Firefox,Desktop
IDDCsOX,21/1/2017 11:29,4961719,907695,33033,3156697,a,Google Chrome,Mobile
IDEVGDp,23/1/2017 22:24,6714822,641127,41640,37135965,a,Chrome,Desktop
IDrKWL5,21/1/2017 11:14,6201687,796454,97863,56008048,f,InternetExplorer,Desktop
IDc08Az,21/1/2017 12:39,5875528,581597,40339,37135965,b,Firefox,Mobile
IDqvBND,23/1/2017 7:20,2627839,484046,97863,87807327,b,Edge,Tablet
IDuKH1n,22/1/2017 13:39,9067350,359588,40339,43452411,b,Mozilla,Desktop
IDAv0D1,23/1/2017 2:15,4404679,21041,46450,47079934,a,Edge,Tablet
IDebAh5,23/1/2017 18:59,3664726,1770,41640,58604466,b,Chrome,Desktop
IDmJE5x,21/1/2017 14:51,6647467,156730,26962,77896159,b,Edge,Tablet
IDUnIgr,22/1/2017 7:20,7408643,667278,6906,71165566,b,Firefox,Mobile
ID6ZT5C,22/1/2017 14:48,7667943,107389,35046,54630329,f,Google Chrome,Mobile
IDE32oo,22/1/2017 12:10,4891846,801266,33287,46997962,b,Firefox,Mobile
IDOFH7V,21/1/2017 15:11,4830684,363652,42227,15961717,a,Edge,Tablet
IDUPv8X,21/1/2017 15:13,4004853,464676,68947,81968512,a,Edge,Tablet
IDfcbms,21/1/2017 2:08,7860250,991942,5602,48425572,b,Firefox,Mobile
IDyso3h,23/1/2017 20:15,5616216,820277,904,74868704,c,InternetExplorer,Desktop
ID5KGyP,21/1/2017 9:30,4611514,78550,42227,54526992,a,Firefox,Mobile
IDfW1KA,21/1/2017 13:31,8763842,43295,30580,67147700,a,Google Chrome,Mobile
IDZF3Tp,22/1/2017 16:44,4096480,701771,43897,44147978,c,Firefox,Mobile
IDSJjIT,21/1/2017 10:21,2899560,141375,54343,71193712,a,Mozilla,Desktop
IDVJuPy,23/1/2017 22:53,393963,1770,41640,58604466,f,InternetExplorer,Desktop
IDuu8Do,21/1/2017 16:31,7043385,539341,26162,555603,a,Firefox,Mobile
IDkDOA8,22/1/2017 15:25,2092822,308452,97863,36994522,d,Firefox,Mobile
IDZuxay,22/1/2017 13:10,1179644,9554,42227,50706198,b,Firefox,Mobile
IDVuTz7,23/1/2017 2:12,1995293,857538,92902,31261303,b,Edge,Tablet
IDx2lqI,23/1/2017 14:00,8113017,369144,92704,62689217,d,InternetExplorer,Desktop
IDB6OtD,22/1/2017 16:09,5369275,51382,14345,555603,e,Edge,Tablet
IDcWl9n,22/1/2017 14:15,3007859,989766,83717,40325509,f,,Desktop
IDMr4TO,23/1/2017 8:14,5310013,710307,40339,43452411,e,Firefox,Mobile
IDzV9sM,22/1/2017 11:41,4101830,277630,26962,77896159,b,Firefox,Mobile
IDBKYTw,22/1/2017 14:35,8948832,866176,14345,555603,f,Mozilla Firefox,Desktop
IDj5AdG,21/1/2017 2:52,1249650,8168,22023,72749645,b,Mozilla Firefox,Desktop
IDSoHEj,23/1/2017 23:16,8618552,242089,904,33247409,b,Edge,Tablet
IDH1BAI,21/1/2017 13:24,5412321,921239,82396,15961717,b,Edge,Tablet
ID8DeyQ,21/1/2017 15:27,9830830,996925,20322,7864011,b,Edge,Tablet
IDbtFOx,23/1/2017 23:29,7794526,136304,41640,43526789,b,Firefox,Mobile
IDCkSfs,21/1/2017 23:55,7634027,264708,17714,61682792,b,Edge,Tablet
ID8Oj4T,22/1/2017 11:52,948274,891328,6906,99510044,b,IE,Mobile
IDVuVd2,21/1/2017 15:20,2355749,775619,48498,50706198,b,Firefox,Mobile
IDwW07Z,21/1/2017 10:38,3696590,985317,54343,30349169,a,Mozilla,Desktop
IDgAF4a,22/1/2017 17:05,4836299,734904,56811,23703974,a,Chrome,Desktop
IDQZNc5,21/1/2017 14:43,2018728,485691,11837,7864011,e,Firefox,Mobile
ID0fauq,22/1/2017 12:28,2441551,38427,40339,37135965,b,,Desktop
ID1P3a3,22/1/2017 16:17,6368556,744938,70409,22339104,b,Firefox,Mobile
IDiF9Mw,21/1/2017 8:46,1889696,209598,6906,99510044,b,Edge,Tablet
IDKqcwf,23/1/2017 20:34,6132190,160161,41640,83172146,f,Firefox,Mobile
IDRF62q,22/1/2017 13:38,1882600,198572,34670,87807327,b,Firefox,Mobile
IDfE4Td,21/1/2017 11:27,3124848,631376,1678,76522512,a,InternetExplorer,Desktop
IDUjM8j,22/1/2017 2:07,7986874,114508,22023,72749645,b,InternetExplorer,Desktop
IDrW7Qb,21/1/2017 16:33,4972646,550179,71531,78406516,b,Firefox,Mobile
IDZazGf,23/1/2017 9:07,3736829,484568,35368,54692138,c,Google Chrome,Mobile
IDHy9pX,21/1/2017 9:01,9954745,659536,92704,93157824,b,IE,Mobile
